"swls","traitPA","traitNA","gender","age","condition","condition2","surveyCond","lifeSat2","lifeHappy1","lifeChange","moodPA","moodNA","drmDayWrong","drmPA","drmNA","daySat"
3.2,2.33333333333333,1.66666666666667,2,21,"good",6,"Questions",2,3,7,1.66666666666667,2.66666666666667,0,0,1.66666666666667,2
NA,2.33333333333333,3.66666666666667,1,20,"good",6,"Questions",7,6,8,3.33333333333333,1.66666666666667,0,1.88888888888889,1.27777777777778,7
2.6,2.66666666666667,3.83333333333333,1,20,"good",6,"Questions",3,3,3,3,4,0,2.22222222222222,1.65555555555556,6
2.2,3,3,2,20,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4
NA,3.66666666666667,3,2,19,"good",6,"NoQuestions",7,7,7,3.5,2,1,4.66666666666667,1,8
5,4.33333333333333,3.16666666666667,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.2,4,4.16666666666667,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,4.33333333333333,2.66666666666667,1,20,NA,NA,NA,NA,NA,NA,NA,NA,0,1.33333333333333,0.444444444444444,7
3.6,4.33333333333333,4.33333333333333,2,19,"good",6,"NoQuestions",5,6,5,3.66666666666667,3,0,3.33333333333333,2.94444444444444,4
NA,3.33333333333333,2.83333333333333,1,18,"bad",5,"Questions",7,7,7,4,2.33333333333333,0,2.77777777777778,0.277777777777778,6
5.8,4.33333333333333,2.83333333333333,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5.33333333333333,2.66666666666667,1,20,"bad",5,"Questions",10,10,10,4.33333333333333,1,0,4.44444444444444,0.833333333333333,9
NA,4.66666666666667,2.83333333333333,1,20,"bad",5,"NoQuestions",8,8,9,3.33333333333333,2,0,1.77777777777778,1.66666666666667,5
4,3,3,2,19,"bad",5,"Questions",5,5,5,3,3,0,3,3,5
6,5,2.66666666666667,2,21,"good",6,"Questions",9,10,9,4.66666666666667,1.66666666666667,0,5.33333333333333,0.666666666666667,10
NA,4,4,1,19,"bad",5,"NoQuestions",6,6,6,3.33333333333333,1.66666666666667,NA,NA,NA,NA
5.6,4,2.83333333333333,1,20,"bad",5,"NoQuestions",9,9,4,4,2,0,2.77777777777778,3.16666666666667,8
4.8,3.66666666666667,3.66666666666667,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.2,3,4,1,18,"good",6,"Questions",3,4,3,3,1.66666666666667,0,2.11111111111111,1.16666666666667,7
NA,4.33333333333333,2.83333333333333,2,23,"bad",5,"NoQuestions",8,8,3,3.33333333333333,2,0,1.88888888888889,3.11111111111111,6
5.2,3.66666666666667,2.83333333333333,2,18,"bad",5,"Questions",8,7,4,3.33333333333333,1.66666666666667,0,2,0.833333333333333,6
4.8,4.33333333333333,3.5,1,21,"good",6,"NoQuestions",7,6,3,3.33333333333333,3.66666666666667,0,3.55555555555556,1.27777777777778,5
5.8,4,3.16666666666667,1,20,"good",6,"Questions",8,7,7,4,1,NA,NA,NA,NA
NA,5,2.66666666666667,1,20,NA,NA,NA,NA,NA,NA,NA,NA,0,4.11111111111111,1.17777777777778,5
5,4,4,1,19,"bad",5,"NoQuestions",10,9,8,3.33333333333333,2,0,1.22222222222222,1.27777777777778,6
5.8,4,3,1,19,"bad",5,"Questions",9,9,8,4,1,NA,NA,NA,NA
